,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
259,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=945x134 at 0x749AAE105250>,رَأْسِ الحِصان وَبِدُونِ نَوافِذِ وَبِها مَسْقَطِ نور. هٰذا,,"""رَأْسُ الحصان وَيُدْوِنُ نُافذ ومَا مُسْتَقْطِفُ نور. هذا""",,,
260,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1295x124 at 0x749AAE1057D0>,فِي بَلْدَةِ تشيباو القديمه، تَرِي وَتَلْمُس التَغَيُّراتِ التارِيخِيَّةِ,,"""يُبُذَّرُ تنشيطه القديم، يُري وتُنْسَ التَّقَيُّرِات الْتَارِيخِيَّة""",,,
261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=590x108 at 0x749AAE105D50>,يَسْكُن المالِك واسرته.,,"""وَكُنْ أَلِيمًا وَأَرْبَعُ""",,,
262,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1268x271 at 0x749AAE1062D0>,"الوِلاياتِ المتحده. حِينِها فَقَط وَصَلَ الكِتابِ إِلَى ""القمه"".",,"""المجلات المتحدة. جربها فقط وحصل الكتاب إلى ""القصة"".",,,
263,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1089x127 at 0x749AAE106850>,آسِيا وَكَذالكَ فِي الغاباتِ الواقِعَةِ فِي شَمالِ أُورُبّا,,"""أَنْسِبُوْكَذَا اللَّهُ فِي الْخَيالِاتِ أَوْقَعَةٌ فِي شَمْلِ أُوْرَتَا""",,,
264,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=795x124 at 0x749AAE106DD0>,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,,"""فَإِنْ أُلْقِيَ إِلَيْكَ مَا نَهَىٰ اللَّهُ عَنْهُ فَأَنْتُمَا لَا تَشْرِكُوا بِاللَّهِ إِلَٰهًا""",,,
265,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=691x117 at 0x749AAE107350>,مِن مُؤَلِّفات أَبُو بَكْر الرازي,,"""من تراثات أبو بكر الأروي""",,,
266,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x127 at 0x749AAE1078D0>,"""الهمداني"" أَنَّهُ عاشَ ""مائه وَخَمْسُ وعشرين"" سَنَة وَلَو",,"""اصدرن ""أُجِّعَسُ"" ابتداءً وَشُرِّين ""سرَّتُوا""",,,
267,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3328x149 at 0x749AAE107E50>,أَمّا حدودها، فَلَم أَمّا حدودها، فَلَم يُعَيِّنها الكِتابِ اليُونانِ واللاتين تَعْيِيناً,,"The text in the image appears to be a mathematical expression or formula, but it is not entirely clear due to the presence of symbols and characters that might be interpreted as special characters or errors. Here is the transcription of the visible text:

```
\sum_{i=1}^{n} \frac{1}{2} (y_i - y_{i-1})^2 + \lambda \sum_{i=1}^{n} |y_i|
```

This expression represents a sum of squared differences between consecutive terms \( y_i \) and \( y_{i-1} \), scaled by \( \frac{1}{2} \), plus a regularization term involving the absolute values of \( y_i \), scaled by \( \lambda \). This type of expression is commonly used in optimization problems, particularly in regression analysis or machine learning algorithms like Lasso regression.",,,
268,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1206x221 at 0x749AAE10C410>,مِنهُما مُدَّتُها سنتان. وَيَنْخَرِط,,"""بِسْمِ اللَّهِ رَبِّ الْعَالَمِينَ. وَيُنْفِخُ فِيهَا سَبْتَانًا.""",,,
269,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=959x206 at 0x749AAE10C990>,تُهِنِيهِ وَعْيِ الاِنْتِماءِ,,"""تقديم وعي الانتماء""",,,
270,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=957x116 at 0x749AAE10CF10>,إِسْماعِيل بِن إِبْراهِيم بِن عَبْد الحَمِيد بِن عَبْداللّٰه,,إِنْمَاعِيلِ بِنِ إِبْرَاهِيمِ بِنْ عُدْ الدَّحْيِدِ بِنْ عُدْ الله,,,
271,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=793x137 at 0x749AAE10D490>,( مائِله أَو عَمُودَيْهِ ) دَوْراً مُهِمّاً فِي,,( مائله أو عموديه ) دوراً مهماً في,,,
272,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=199x109 at 0x749AAE10DA10>,العرب،,,"""العرب""",,,
273,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1291x123 at 0x749AAE10DF90>,الضابِطِ لزمتك. سَأَلَت راجِح هَل بَلَغَ أَصْحابنا ظ ع ك،ث,,"""العربية، أولاً تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' تُعتبر، فكلمة 'العربية' ت",,,
274,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x178 at 0x749AAE10E510>,فِيهِ نُصُوصاً زَعَمَ إِنَّها تَرْجَماتٍ لِنُصُوصٍ المسند،,,"""فِيه نُصُوصاً زَعْمَ إِنّا تَرْجِمَاتٍ لِّنُصُوصِ المَسْنِدِ""",,,
275,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1616x228 at 0x749AAE10EA90>,تاجها مَعَ المَسافات المُسْتَخْدَمَةِ بَيِّنَ الاشجار. وَبِالتالِي لِمَعْرِفَةِ,,"""تُجبَّمْ قَصْرُكَ، أَنْفُسُكَ وَقَيْرُكَ لَا يُؤْمِرُ رَبِّكَ بِاتِّباعِهِ يَقْضِحُ فِيهِ""",,,
276,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1459x158 at 0x749AAE10F010>,أَمّا عَن الفَنِّ فِي الاِصْطِلاح أَو فِي الاستعمال؛,,"""أَنَّ عَنِ الْفَرْقَانِ حَدَّثَ أُولُو الْأَسْلَامِ:""

This translates to:

""According to the two companions of the Prophet (peace be upon him):""",,,
277,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=411x124 at 0x749AAE10F5D0>,الصِينِ هٰذا العام.,,"""الصين هذا العام.""",,,
278,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=610x106 at 0x749AAE10FB10>,يُؤَدِّي اِبْتِعادُ كَوْكَبِ الأَرْضِ,,"""يُؤَدِّي اِنتِعَاذ كَهْب الأَرْضِ""",,,
279,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x160 at 0x749AAE11C0D0>,الأزمنه والأمكنه المتفرقه وهي بذلك ستميط اللثام لإيضاح,,"""الآمنون لا يُكذبون، وَيُبْدِلونَ سُنَّةَ الْأَدْمِ بِإِحْنَاءٍ""",,,
280,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1448x195 at 0x749AAE11C650>,وَمَدارِكه لِيَكْتَشِف الكَوْنِ وَقَوانِينه وَطَبائِع المخلوقات. فَالإِنْسانُ,,وقد أحبه لكتابته، الخوف وقوائه وظلاه من المخلوقات، فاِلسأله,,,
281,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=960x161 at 0x749AAE11CBD0>,تَصْلُح بَدِيلٍ لِأَوانِي الذَهَبِ وَالفِضَّة,,أَضْحِي بُدْيِلٍ لُوَانِي الذَّفَبِ وَالْفِنَّة,,,
282,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=595x110 at 0x749AAE11D150>,"مَدِينَةِ ""صنعاء""، امدا،",,"""صناعة أمددة قديمة""",,,
283,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1238x107 at 0x749AAE11D6D0>,بِالأَنْظِمَة البحريه، وَبَثَّ الثِقَةِ بِها وَالاِعْتِماد عَلَيها فِي,,بإذنَّكَ نُصِّمُهَا لِلْجَوْهِرِ، وَتُثْقَفُهَا بِهَا وَالْعُثْدَادُ عَلَيْهَا لِي,,,
284,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1081x169 at 0x749AAE11DC50>,لَنُقُوش الأَلْواح الحجريه، أَو لِلذَهابِ إِلَى الأَلْواح الحَجَرِيَّةِ,,"""لا تكفر عن الزور أو أجره أو ربه، وإليك هاب في سؤالك أجرية""",,,
285,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=970x121 at 0x749AAE11E1D0>,عِلْمِيَّةٍ عَن حَيَوانات جَزِيرَةِ العَرَبِ فِي العُصُورِ البرنزيه,,"""عائمة عن حيوانات جزيرة الكيب في العصور البرازينية""",,,
286,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1223x206 at 0x749AAE11E750>,مَكانَتِهِ الطَبِيعِيَّةِ اللازمه، وَيُؤَدِّي دَوْرَةِ فِي حَياةِ الفَرْدِ,,"""تكاثرو الطبيعية اللازمة ويريدني ذهبية في صيادة الغذاء""",,,
287,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=834x129 at 0x749AAE11ECD0>,إِلَى الدَرَجَة الَّتِي أَصْبَحَ لَدَى المُهْتَمِّينَ بِهِ مِن,,"""والمروحة التي أصيح لها المكونين به من""",,,
288,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1278x169 at 0x749AAE11F250>,أَنَّ يَرِي هٰذا المَظْهَرُ الخارِجِيِّ مِمّا يُعَرِّض المَنْتُوج,,"""أَشْرِقُ يَا فِيما رَاحَتْ إِذْ رَجَعَنَّا بِجُحُدٍنَا أَشْتَرَجْعُ""",,,
289,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1265x159 at 0x749AAE11F7D0>,أُيُونات الفِلُور والكلور الَّتِي تُهاجِم جُزَيْئات الأُوزُون وَتُحَطِّمها,,"""إيُّنَاتِ إِغْلَاءٌ وَ لَكِنَّ رَبِّي يُثْرِي جُهُودَيْنَ الأُذُورَ وَ كُتُبَى""",,,
290,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1777x223 at 0x749AAE11FD50>,الكِتابِ وَلٰكِن سَيَتَعايَشُوا مَعَهُ فِي بِيئَةُ أَدَبِيَّةٍ مُزْدَوِجَةٌ,,"""الاحتلال هو سبب إنساني أهدر في شبه أرضية فلسطينية""",,,
291,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=914x178 at 0x749AAE124310>,إِلَى المُدُنِ وَاِزْدادَت عَدَدٍ المَناجِم,,إِلَى المُدْنِ وَازْدَادَتْ عَدْدُ الْمَناجِم,,,
292,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=656x125 at 0x749AAE124890>,جِين تَأْو مُجَدِّداً عَلَى ضَرُورَةِ أَنَّ تُشَجِّع الحُكُوماتِ,,حين تأوْ مُجَدِّداً عَلَى ضَرْوَةٍ أَنْ شَجَعَ الحُكُومات,,,
293,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1338x195 at 0x749AAE124E10>,"أَمّا حَدِيثٍ ""الاسلام يَهْدِم ما قبله""، فَهُوَ حَدِيثٍ",,"أَقْدَمُ حَدِيثٌ ""الْسُلَيْمَانِ يُفْدِي مَا قَبِيلَهُ""، فَنُفَوَّ حَدِيثٌ",,,
294,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=781x136 at 0x749AAE125390>,أَتَت آكُلها نِسْبِيّاً عَلَى مُسْتَوَى الماءِ الشروب. وَقَد,,"""الله يشيب نيازك فقدها إنشاءه وله انشاءه""",,,
295,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1940x253 at 0x749AAE125910>,ظَهَرَت عِدَّةٍ مُصْطَلَحاتٍ تُقابِل مُصْطَلَحُ فلكلور؛ مِثْلَ الأَدَبِ,,"""ظَهَرَتْ عِدَّةٌ مُصْطَلَحاتٍ تُقَابِلُ مُصْطَلَحٌ فَلَكِرْ : مِثْلُ الْأَدْبِ""",,,
296,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=979x152 at 0x749AAE125E90>,واوروبا، وَاِسْتَطاعَ أَنَّ يَتَأَقْلَم وَيَعِيش فِي مَناطِقِ شَدِيدَةٍ,,وَمِنْهُمْ مُّسْتَعِمِّمٌ، وَأَسْتَخْطَافٌ أَنْ يَقُومُ، وَسُعِثٍ فِي مَدَادٍ طَغَّرَ شَدِيدٌ.,,,
297,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1236x156 at 0x749AAE126410>,الخَيْمَةِ وحو نائِم بِكَلِماتِ لا أَفْهَمها مِثْلَ اِنْقَضَّ بِغَلَس لَهُ,,الخَيْثِيَةِ وجو نائم بِكُلِّ مَا لَهُ أَمْمَمَهَا مُنْذٍ إِنْقَصَ يَغْلِسْ كَةً,,,
298,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x133 at 0x749AAE126990>,وِجْهَةِ نَظَرِ إِسْلامِيَّةٍ مَعَ تَقْدِيمِ عَرَضَ لِأَهَمِّ العِقْبان,,"""الحُرُمُ الخَفِيْضُ مُنْتَجُهُ مُنْتَجُهُ خَصُّهُ الحُرُمُ الخَفِيْضُ""",,,
299,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1449x184 at 0x749AAE126F10>,مِن مَحْدُودَيْهِ الرُؤْيَة الاستشرافيه لِمُسْتَقْبَلِ المَجالِ وَيُرَجِّح تَحْكِيما,,"""من مخزونية الرؤية الاستشرافية يمشي شعب القجال ويزوج نكديها""",,,
300,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=976x141 at 0x749AAE127490>,وِفْقاً لَها وَهِيَ لَيِسَت أُسُساً وَمَعايِير وَضْعِيّه وَإِنَّما,,"""وَقَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: 'يُؤْتِيَ السَّبِيلُ أَسْسًا وَمَعَاجِمًا وَضُحَيًّا وَأَكْرَامًا'""

This translates to:

""And the Messenger of Allah, peace be upon him and upon him, said: 'The path will be provided with foundations and provisions and gifts and honors.'""",,,
301,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1035x153 at 0x749AAE127A10>,اسم رجل من رجال الآسرة المالكة لهمدان. وجعل,,السم رجل من الأنسة الله له عذر، وجعل,,,
302,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x128 at 0x749AAE127F90>,الغالِبِ إِلَى شَخْصٍ واحد، تُخَصَّص بِأَخْبار الحَيْرَة وَمُلُوك,,"""نَفَرَبُّواْ وَ اصْبِرُواْ عَلَىٰ أَجْرِ اللَّهِ لَا تَكُونُواْ فِي الْغَيْبِ مُخْتَلِفِينَ""",,,
303,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1029x122 at 0x749AAE12C550>,كانَ هٰذا العَجْزِ سَبَباً فِي إِضْعافِ السادَةِ الإِقْطاعِيَّيْنِ,,"""جُعِّفَ في أضافٍ السرير، وَكَا تَقْبَى""",,,
304,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x107 at 0x749AAE12CAD0>,سُفُنهم مِن القرصانه وَلِلاِتِّجار مَعَ الاعراب، وَلِتَمْوِين رِجالِ,,"The text in the image is in Arabic and reads:

""سُفِنُمْ مِنَ الْقَصَانِيَةِ وَلَا تَجَرْ مَعَ الْعَرَابِ، وَلَا تَمُونِ رِجَالٌ""",,,
305,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1244x161 at 0x749AAE12D050>,سَنَواتٍ طَوِيلَةٍ مِن بَيِّنَها ححر غَيْرِ شَفّاف حَلْيِي,,سُنُونَ صُديبةٍ من بَيْتِها محرَّرٌ غير شفاف حَلِيٌّ,,,
306,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1931x172 at 0x749AAE12D610>,مشمس، دراق، غيظ، ناء ،بث ،نسر,,مَشْمُسٌ، دَرَقٌ، عِنْطٌ، نَّاعٍ، بَيْتٌ، نَّاسٌ,,,
307,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=386x123 at 0x749AAE12DB50>,بِنايَةِ قِصَّة خاصَّةٍ,,"""قصة خاصة""",,,
308,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1475x160 at 0x749AAE12E0D0>,مِنها بِصُورَةٍ تجاريه، تَأْتِيها بِأَرْياح حسنه، وَاِكْتَفَت بِتَوْسِيعِ,,بِصَورَةٍ تَجَارِيَةٌ، تَأْتِي هَا بِأَرْياحٍ حَسَنَهُ، وَأَخْفَقَتْ بِتَوْمِيَعٍ,,,
309,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x124 at 0x749AAE12E650>,وَاِسْتَخْدَمَت فِي إِصْلاحه الوَسائِلِ العِلْمِيَّةِ الحديثه. وَ أَمّا,,وَأُشْخَذَتْ فِي إِصلاحِ الْآسَاسِينَ الْعَلَمِيَّةِ احْدِثِيَهِ. وَأَمَا,,,
310,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x131 at 0x749AAE12EBD0>,قَضِيَّةِ هامَّةً مِن وِجْهَةِ النَظَرِ الاسلاميه، فَالمَرْأَة الجَمِيلَةِ,,"""فضيحة هامة من وجهة النظر الإسلامية، فكلمة الجميلة""",,,
311,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1305x176 at 0x749AAE12F150>,"العَرَبِ وَقَبائِلهم فِي عهده، وَوَصَفَ أَحْوالهم التِجارِيَّة ,الاجتماعيه",,"""وَقُدِّرُونَهُ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإِجْتِمَاعِيَّةُ المُؤْمِنُونَ بِاللَّهِ فِي مَحْدَثٍ وَوَصْفٍ أَنَّ الْمَوْتَ الْإ",,,
312,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=857x117 at 0x749AAE12F6D0>,ثم، تُشَكِّل صِيانَةِ هٰذِهِ المُكْتَسَباتِ فِي اِتِّجاهِ يَخْدِم,,"""نُشكّل صيانة هذه الأكشاك في أجزاء تحديد""",,,
313,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=924x123 at 0x749AAE12FC50>,بينهم. قالَ أَبُو حاتم: هُوَ فِي أَيْدِيَهُم إِلَى,,"""يُبْهِمُ فَرَعُهُ وَ عَلَّمَهُ دُخُولُهُ إِلَيْهِ""",,,
314,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x132 at 0x749AAE140210>,لا يُزاحِمها نَبات آخَرِ مِن النبات.,,لا يُرجِمْ بَأْنَاثٍ أَخْرِجَ مِنَ النَّبِيَّاتِ.,,,
315,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=637x111 at 0x749AAE140790>,مِنهُم مِن الحضر. فَهُم فِي نِزاعٍ دائِمٍ فِيما,,"""منهم يمن الحضر، فهم في زراع دائم فيما""",,,
316,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1339x183 at 0x749AAE140D10>,فَداكَ دُفْعَتَها إِلَى صِدِّيق لِيَ دِهان فَأَلْقاها فِي,,"""قد أكّدَتْها إلى صديق ليّ دهان فأتُقاها في""",,,
317,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1239x130 at 0x749AAE141290>,لِآبِدٍ مِن بَذْلَ الجُهُودِ لِتَحْسِينِ التَعْلِيمِ وَالخَدَماتِ,,لا يُريد من بذل الجهود بتحسين التحليم والخدمات,,,
318,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1317x207 at 0x749AAE141810>,تُهَدِّد السُلْطَةِ التَقْلِيدِيَّةِ للناقد. هَل يُمْكِن أَنَّ يَكُون,,"""تردّد السلطة التقليدية للنافذ. هل يمكن أن يكون""",,,
319,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1157x125 at 0x749AAE141D90>,قِراءات لِنُصُوصٍ جاهليه، وَإِن تَضَمَّنَت بِعَضِّ أَسْماءَ يَمانِيّه,,"""العربية تُعتبر اللغة الأولى للعالم العربي، وتُستخدم في العديد من المجالات، بما في ذلك التعليم والصحافة والسياسة والاقتصاد والفنون وغيرها. اللغة العربية هي اللغة الرسمية لعديد من الدول، مثل مصر وسوريا والعراق وليبيا وغيرها. كما أن اللغة العربية هي اللغة الأكثر تأثيرًا في العالم الإسلامي، حيث تُستخدم كلغة الترجمة بين اللغات الأخرى في المنطقة.""",,,
320,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=676x142 at 0x749AAE142310>,إِلّا مِن قِلَّةٌ الشُكْرِ له! ثُمَّ دَعا لَهُ,,"""يَا مِن قَلَّة الشُّكْرِ لَهُ! ثُمَّ ذَاعَ آهُ""",,,
321,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1057x145 at 0x749AAE142890>,مِمّا لَم يَعُد مُسْتَخْدَماً فِي هٰذا العَصْرِ فِي,,مِنْهَا لَمْ يُغْدُ فُسْتَخْدَمَ فِي هُذَا العَضْرِ في,,,
322,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1296x140 at 0x749AAE142E10>,خَزّاناتِ عَظِيمَةً لِلطاقَةِ الشَمْسِيَّةُ الحَرارِيَّةِ وَذٰلِكَ لَقُدْرَتها الفائِقَةِ,,"""العذرية النسائية الحرة وfreedom of sexual choice for women""",,,
323,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=831x119 at 0x749AAE143390>,فِي القليل. وَلَو راجعوها، لَكانَ ما جاؤُوا بِهِ,,في القليل، ولأ راجعوه، لكن ما جاؤوا به زر,,,
324,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1381x171 at 0x749AAE143910>,الواحِدِ إِذا لَم بِكُنَّ مَدُّونا مكتوبا، وَلِهٰذا جَوْز,,"""الرجاء إذا لم يكن هناك مكتوبة وافقتنا خذ""",,,
325,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=930x110 at 0x749AAE143E90>,الناحيه، وَهُما بِذٰلِكَ يُزِيلانِ اللَبْس الوارِدِ فِي مَعْلُوماتٍ,,"""الناديه وَهُما بذلِك يُريدين اللّبس الوارد في مَضلُوماتٍ""",,,
326,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1350x218 at 0x749AAE148450>,الدارِسُونَ أَنَّ تَعْلَم اللُغَةِ الصِينِيَّة يُسَهِّل وَيُشَجِّع نَقْلِ,,الدارِ يشون أنْ تعلم اللغة الصينية يُسمّل ويُشجّع نَقل,,,
327,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1326x411 at 0x749AAE1489D0>,"الكحوليات"". غَيْران ذٰلِكَ كُلِّهِ",,"""الكحوليات."" غيران ذلك كُلّه",,,
328,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1083x117 at 0x749AAE148F50>,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,,"""أَخْذُهُ فِيْ طَهُّوا سَوَاءٌ مَّنْ شَيْئٍ كَانَ جَارٍِ في""",,,
