,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
142,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2000x149 at 0x793B11765850>,ظ ع ك ، ث خ ض ، ب س ش ، ص غ هـ أننا في الحج .,,"```
طه) لد ات من اب سنسن و نافع (ك)
```",,,
143,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=793x609 at 0x793B11765DD0>,ناء ،  بث ، نسر .,,"""ناء بتك نسر.""",,,
144,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2381x155 at 0x793B11766350>,في بعض الاماكن حيث تحفر جوانب التلال للوصول إلى قلب مناجم الملح المتحجرة، اوقد يفتت باستعمال,,"""وَبِمَا أُنزِلَ اللَّهُ مِنْ آيَاتٍ مُّبَارَكَةً وَجَعَلَهُ لِلنَّاسِ مُصَدِّقًا""",,,
145,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2433x104 at 0x793B117668D0>,خلال اجتماع للجنة المركزية للحزب الشيوعي الصيني في بكين يوم 24 يناير 2009، بحث,,"Here is the text extracted from the image:

""Let \( S \subset \mathbb{R}^n \) be a set of points. Consider the set \( T = \{ x - y : x, y \in S \} \). Show that \( T \) is a convex set.""",,,
146,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2012x102 at 0x793B11766E50>,ذهب نوح مظفر ضرغام بصحبة رؤوف بن لؤي رايق ظافر عطعوط وهلال خازن,,"""الصيغة 1: x = c + d + e + f + g + h + i + j + k + l + m + n + o + p + q + r + s + t + u + v + w + x + y + z

الصيغة 2: x = c + d + e + f + g + h + i + j + k + l + m + n + o + p + q + r + s + t + u + v + w + x + y + z""

These are two different expressions for the variable \( x \) in terms of the letters \( c, d, e, \ldots, z \).",,,
147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2041x146 at 0x793B117673D0>,عفيف للحج .  بدأت قوافل الحجيج حاج إثر آخر يلبي . عند وصولنا ظفنا,,"""الحقيقية المثلى، لا توجد في العالم، حتى إذا أُحِدَّثَ.""",,,
148,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2151x105 at 0x793B11767950>,يتكلم وهو نائم  بكلمات لا أفهمها مثل انقض بغـسل له الضابط لزمتك. سألت راجح هل بلغ أصحابنا,,"""العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية العربية",,,
149,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2459x160 at 0x793B11767ED0>,فعشتاروت بالنسبة للفينيقيين هي موطنهم الأصلي، ومعبودتهم هي رمز الحياة والجمال، وقد كانت أرضهم كأجمل ما تكون,,"""منشأة نقل السلع والخدمات هي وظيفة تتميز بتنوعها ومتطلباتها المتعددة. تشمل هذه الوظائف العديد من الأنشطة مثل: التسويق، والتسويق، والتسويق الرقمي، والتسويق عبر الإنترنت، والتسويق المدفوع، والتسويق المدفوع عبر الإنترنت، والتسويق عبر الفيديو، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق عبر الفيديو الرقمي عبر الإنترنت، والتسويق عبر الفيديو المدفوع، والتسويق عبر الفيديو المدفوع عبر الإنترنت، والتسويق عبر الفيديو الرقمي، والتسويق",,,
150,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2360x119 at 0x793B1176C490>,ثانيا- المستوى المهاري لزراع محافظه الخرج المبحوثين بالزراعه المستدامة : يتضح من الجىول,,"""الإجابة الصحيحة هي (c) 1/2""",,,
151,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1017x455 at 0x793B1176CA10>,في مجال الزراعه المستدامه متوسطا,,في مجال الزراعة المحسنة متوسطة,,,
152,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2222x143 at 0x793B1176CF90>,  بكلمات لا أفهمها  بغـلس له الضابط لزمتك. سألت راجح هل وصل أصحابنا ظ ع ك ،,,"""لَنْ نُهَاجِرْ لَمْ نَصْبِرْ أَوْ مَثَلٌ مَّنْكَ مَا أَعْجَبْتَ مِنْ مَجْدَكَ فِي رَبِّكَ""",,,
153,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2051x144 at 0x793B1176D510>,عميقة  ومقابلة ما ورد فيها من قراءات للنصوص مع قراءات العلماء المحدثين,,"""كلمة: الاحتراف، وصياغتهما وردهما من مفردات اللغة العربية.""",,,
154,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2321x178 at 0x793B1176DA90>,شيخ. كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انقض بغـلس,,"""كأنه (ي) في لحمة يكمل وهو يُلقي (أ) فقرة إلهام""",,,
155,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1555x310 at 0x793B1176E010>,موقع لاخر ومن وقت لاخر في المكان الواحد.,,موضع لاحق ومنا لم تكن له آخر في المكان الواحد.,,,
156,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2411x501 at 0x793B1176E590>,في النجاة؛ فع جبت من ذلك كل العجب.,,"""فإن إجابة بعض جنسان ذلك كل الحبى.""",,,
157,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2431x152 at 0x793B1176EB10>,و لهذه الإبل رقاب كرقاب صغارالنعام ، و هي تقتحم البر ، و تأتيها بالفرج و تدراي,,"```
\partial_t^\alpha + C \partial_x^\beta + \varepsilon^\gamma \partial_{xx}^\gamma + \varepsilon^\delta \partial_{xxx}^\delta + \sum_{j=1}^m \mu_j \partial_{x^{(j)}}^\nu (y^{(j)} u^{(j)})^\sigma \partial_{x^{(j)}}^\rho,
```",,,
158,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2427x116 at 0x793B1176F090>,"وفي أرض، اليمن عدد كبير من الحِرار، ذكر السياح بعضها، مثل حرة ""أرحب""، وتقع",,"""يُحيى الحضور كمَا يُحيى الحضور في المهرجانات والمعارض والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات والندوات والمؤتمرات والاجتماعات",,,
159,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2017x195 at 0x793B1176F610>,مع الشيخ. كان جاري في الخيمة يتكلم وهو نائم  بكلمات,,"""إسماعيل كان حارباً من الخجولة يشكل وهو نائم كالمات""",,,
160,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2269x1167 at 0x793B1176FB90>,فاتدة الكلمات التالية لهذا النص: مشمش، دراق، نميظ، ناء ،  بث ، نسر .,,"""خانة (الكلمات الكاملة لهذا النص): حشمش، دراق، ميني، ناد، شن.""",,,
161,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2204x91 at 0x793B11780150>,مثل انقض # بغـلس له الضابط لزمتك . سألت راجح هل بلغ أصحابنا ظ ع ك ، ث خ ض ، ب س ش ، ص غ هـ,,"\[
\left| \frac{\partial}{\partial x} \right|_{x=0} \leq C_1 \left( \frac{1}{r^2} + \frac{1}{r^3} \right)^{1/2}
\]

This expression involves the partial derivative with respect to \( x \) evaluated at \( x = 0 \), and it is bounded by a constant \( C_1 \) times the sum of two terms, each raised to the power of \( 1/2 \).",,,
162,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1939x125 at 0x793B117806D0>,جانيه أشجار الكافور التي تغطيه كله تقريبا، يذكرك بشوارع مدينة نانجينغ,,"""لأنه لا يزال مفتوحًا، فإن تطابقها بين كل دينيّة أو إنسانية، لا يمكن أن يصبح.""",,,
163,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2004x177 at 0x793B11780C50>,من الوفاة وشدة الوجد على الأولياء وهو من أعظم ما تقرب به العابدون,,من لوحه مشرد مُوجد علی لأولادنا، رضي الله عنهم أجمعين.,,,
164,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2027x135 at 0x793B11781210>, راجح هل بلغ أصحابنا ظ ع ك ، ث خ ض، ب س ش، ص غ ه أننا في الحج.  هل تعلم فائدة,,"""محلبنا طارق ٢٠١٤، ٢٠١٥، ٢٠١٦، ٢٠١٧، ٢٠١٨، ٢٠١٩، ٢٠٢٠، ٢٠٢١""",,,
165,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1822x129 at 0x793B11781750>,في الحج هل تعلم فائدة الكلمات التالية لهذا النص: مشمش,,"""الحاجة صار تعم فنادق الكنائس المتبعة للفن الإيطالي، متسخين""",,,
166,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2341x203 at 0x793B11781CD0>,"و أما جزيرة ""تاروت"" الصغيرة التي في هذا الخليج فالظاهر إنها جزيرة في جغرافية",,"""وأما حُرَّةٌ، كُونَ ) المُحيِّةٌ أَرْيَانَ هَا اللَّاحِجُ إِلَّا حُرَّةٌ وَ حُرَّةٌ أَرْيَانَ""",,,
167,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2357x152 at 0x793B11782250>,يلعب الأوزون دوراً كبيراً في وقاية كوكب الأرض من تأثيرات الأشعة فوق,,"""النقطة 1، 2، 3، 4، 5، 6، 7، 8، 9، 10، 11، 12، 13، 14، 15، 16، 17، 18، 19، 20، 21، 22، 23، 24، 25، 26، 27، 28، 29، 30، 31، 32، 33، 34، 35، 36، 37، 38، 39، 40، 41، 42، 43، 44، 45، 46، 47، 48، 49، 50، 51، 52، 53، 54، 55، 56، 57، 58، 59، 60، 61، 62، 63، 64، 65، 66، 67، 68، 69، 70، 71، 72، 73، 74، 75، 76، 77، 78، 79، 80، 81، 82، 83، 84، 85، 86، 87، 88، 89، 90، 91، 92، 93، 94، 95، 96، 97، 98، 99، 100، 101، 102، 103، 104، 105، 106، 107، 108، 109، 110، 111، 112، 113، 114，",,,
168,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2418x148 at 0x793B117827D0>,ذهب نوح مظفر ضرغام بصحبة رؤوف بن لؤي رايق ظافر عطعوط وهلال خازن,,الله هو صاحب السموات والأرض، رحمه الله، أعرف أن أراك في أمان، وجعلك خيراً,,,
169,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2154x147 at 0x793B11782D50>, له الضابط لزمتك. سالت راجح هل بلغ أصحابنا ظ ع ك,,"""لقد افتتحت ارضك، سألت روح الامور عن اصليات على""",,,
170,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2291x141 at 0x793B117832D0>,س ش، ص غ هـ أننا في الحج. هل تعلم فائدة الكلمات التالية لهذا النص: مشمش,,السؤال: ما هو المثل الذي يصف العلاقة بين الأشخاص؟,,,
171,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2052x96 at 0x793B11783850>,يسير الجمل متبخراً فخوراً بنفسه معتزاً،بطراً لا يقضم منها إلا ما يعتقد أنه طعام لذيذ له ،يقضم من موضع ثم,,"""مثلاً، إذا كان g(x) = x^2 + r، فإن مقداره في x = 0 هو r. أما إذا كان g(x) = x^3 + rx^2 + sx + t، فإن مقداره في x = 0 هو t.""",,,
172,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2128x208 at 0x793B11783DD0>,ندرة المعلومات ولا من حيث وضعها في سياق تاريخي منطقي، وذلك فيما,,"""اُلْحَمِّيَةُ وَ لَمْ يَصْبِرْ عَلَيْهِ إِنَّ سَبِيلَهَا رَكْسٌ مُنْتَفِرٌ ۖ إِذَا اسْتَغَافَ الْجَنَّةُ""",,,
173,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2082x106 at 0x793B11788390>,طفنا وسعينا مع شيخ. كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها,,السؤال: بماذا يشعرك كان تعبيرًا عن الاعتداء بحق نابي الله عليه؟,,,
174,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1842x586 at 0x793B11788910>,نسبياً بعد اكتشاف النحاس والبرونز حيث أن عملية صهرهما .,,"""لنسياً بعد أكستان لنحاس و البرونز حيث أن علبة همهم هنا.""",,,
175,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2456x95 at 0x793B11788E90>,ذهب نوح مظفر ضرغام بصحبه رؤوف بن لؤي رايق ظافر عطعوط وهلال خازن عفيف للحج.  بدأت قوافل,,"The text in the image appears to be a sequence of numbers and letters, but it is not clear what they represent without additional context. Here is the text as it was provided:

```
12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456",,,
176,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1956x145 at 0x793B11789410>,بقايا أنهار جفت، وتسيل في بعضها المياه عند سقوط الأمطار، ومنها,,"""إذاً أهداها عند، ونفير (٦) حضها إليه عند سوقها الأخذلا، وعند""",,,
177,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1948x202 at 0x793B11789990>,ث خ ض  ب س ش  ص غ هـ  اننا في الحج  هل تعلم  فائدة الكلمات,,"""نحن بمسافة 500 م انا في الح ج ونعم ماهي أبدًا""",,,
178,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2299x151 at 0x793B11789F10>,ذهب نوح مظفر ضرغام بصحبه رؤوف بق لؤي دايق ظافر عطعوط وهلال خازن,,"""لذا فإن (x,y) ينتمي إلى D، حيث x و y تحققان معادلات f(x,y)=0.""",,,
179,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1982x116 at 0x793B1178A490>,وسعينا مع # شيخ. # كان جاري في # الخيمة يتكلم وهو نائم  بكلمات,,"""و لَمْ يَكُنَّ مِنَ الْقَوْمِ إِلَّا قَوْمًا يُؤْمِنُونَ وَ لَمْ يَكُنَّ مِنَ الْقَوْمِ إِلَّا قَوْمًا يُؤْمِنُونَ""",,,
180,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1816x139 at 0x793B1178AA10>,وتتحول بدلك من الحالة السائلة على شكل بخار ماء.,,و تتحور أدلة من الصلاة إلى شيء على شكل بخار من ماء,,,
